	id	latitude	longitude	address	categories
13661	4c8971d91aa54fd5c45d3453	43.472594	-80.589393	545 Laurelwood Dr, Waterloo ON N2V 2R4	11086
13662	c6424cfb6db445dd613dc302	43.472594	-80.589393	645 Laurelwood Dr, Waterloo ON N2V 2W9	13064
13663	6786d8cbd82a4730bf88694c	43.467905	-80.576964	297 Edenwood Pl, Waterloo ON N2T 2R5	17030
13664	4da44d11b1c93704a9850ca2	43.475404	-80.581942	521 Beaver Creek Rd, Waterloo ON N2V 2L3	11010
13665	4f2da960e4b007725ab2a170	43.476846	-80.582816	Beaver Creek Rd, Waterloo ON	16046
13666	7cf2844b2dfd464c04664712	43.475257	-80.581682	515 Beaver Creek Rd, Waterloo ON N2V 2L3	17117
13667	56689e10498e064adedd0489	43.474329	-80.571255	500 Fischer-Hallman Rd N (at Laurelwood Dr), Waterloo ON N2L 0B1	13035
13668	e7ae0f8f36c849dac6f7ba0d	43.474374	-80.573407	184 Silverwood Pl, Waterloo ON N2T 2R9	17081
13669	4379dbd1a7db4a0e01916d8d	43.473173	-80.583114	532 Brookmill Cres, Waterloo ON N2V 2M1	11070
13670	53d822e2498eb7cff0417a46	43.472317	-80.585985	530 Laurelwood Dr, Waterloo ON	16032
13671	f617e8a5843d4625b685531b	43.474227	-80.573147	192 Silverwood Pl, Waterloo ON N2T 2R9	11043
13672	6e85b69e52d94cb0ded29c73	43.472276	-80.582435	501 Beaverwood St, Waterloo ON N2V 2M1	11163
13673	4c23bee7c11dc9b68b572424	43.47204	-80.587286	525 Laurelwood Dr, Waterloo ON N2V 2N1	12057
13674	4b8fb108f964a520565d33e3	43.471801	-80.586123	Laurelwood Dr (Laurelwood Drive + Brookmill Crescent), Waterloo ON	16032
13675	51bdedfc498e7a734095e8c9	43.483911	-80.577504	Waterloo ON	16008
13676	fa25f06361364eea90a1f95b	43.472118	-80.583664	501 Beaverwood St, Waterloo ON N2V 2M1	11169
13677	4f11d96be4b072565d20a24d	43.474483	-80.588951	525 Beaver Creek Rd, Waterloo ON N2V 2L3	16030
13678	bd9ac4cda3034e31e338146c	43.476631	-80.570562	250 Laurelwood Dr, Waterloo ON N2J 0E2	12095
13679	4abd83f3010b44902034c32d	43.474226	-80.571142	500 Fischer-Hallman Rd N, Waterloo ON N2L 0B1	18021
13680	fca5d48488194f007f289eb9	43.469983	-80.582336	501 Havendale Pl, Waterloo ON N2T 2T3	11027
13681	254e24f04cc5480343129db8	43.469458	-80.577858	216 Beaver Creek Rd, Waterloo ON N2T 2R8	11027
13682	029ee620bbb54e296ef5f24e	43.472513	-80.587	525 Laurelwood Dr, Waterloo ON N2V 2N1	
13683	19712be2b6a24c3ef078c178	43.47009	-80.583754	461 Aspenwood Pl, Waterloo ON N2T 2V5	11133
13684	b05a63b1dfc942925debacef	43.469503	-80.582713	408 Woodrow Dr, Waterloo ON N2T 2V7	11141
13685	b76d298d36874f7821c98abc	43.469985	-80.584341	436 Woodrow Dr, Waterloo ON N2T 2V6	11148
13686	8c83a02c18454f2ee8cb785d	43.469112	-80.582688	408 Woodrow Dr, Waterloo ON N2T 2V7	11141
13687	7814608739a648abbc64ff0e	43.46869	-80.581025	533 Willow Wood Dr, Waterloo ON N2T 2T5	17082
13688	318b53083c214e5d226a12e6	43.475047	-80.590267	733 Cedar Bend Dr, Waterloo ON N2V 2R2	11053
13689	4c8971d91aa54fd5c45d3453	43.472594	-80.589393	545 Laurelwood Dr, Waterloo ON N2V 2R4	11086
13690	c6424cfb6db445dd613dc302	43.472594	-80.589393	645 Laurelwood Dr, Waterloo ON N2V 2W9	13064
13691	6786d8cbd82a4730bf88694c	43.467905	-80.576964	297 Edenwood Pl, Waterloo ON N2T 2R5	17030
13692	4da44d11b1c93704a9850ca2	43.475404	-80.581942	521 Beaver Creek Rd, Waterloo ON N2V 2L3	11010
13693	4f2da960e4b007725ab2a170	43.476846	-80.582816	Beaver Creek Rd, Waterloo ON	16046
13694	7cf2844b2dfd464c04664712	43.475257	-80.581682	515 Beaver Creek Rd, Waterloo ON N2V 2L3	17117
13695	56689e10498e064adedd0489	43.474329	-80.571255	500 Fischer-Hallman Rd N (at Laurelwood Dr), Waterloo ON N2L 0B1	13035
13696	e7ae0f8f36c849dac6f7ba0d	43.474374	-80.573407	184 Silverwood Pl, Waterloo ON N2T 2R9	17081
13697	4379dbd1a7db4a0e01916d8d	43.473173	-80.583114	532 Brookmill Cres, Waterloo ON N2V 2M1	11070
13698	53d822e2498eb7cff0417a46	43.472317	-80.585985	530 Laurelwood Dr, Waterloo ON	16032
13699	f617e8a5843d4625b685531b	43.474227	-80.573147	192 Silverwood Pl, Waterloo ON N2T 2R9	11043
13700	6e85b69e52d94cb0ded29c73	43.472276	-80.582435	501 Beaverwood St, Waterloo ON N2V 2M1	11163
13701	4c23bee7c11dc9b68b572424	43.47204	-80.587286	525 Laurelwood Dr, Waterloo ON N2V 2N1	12057
13702	4b8fb108f964a520565d33e3	43.471801	-80.586123	Laurelwood Dr (Laurelwood Drive + Brookmill Crescent), Waterloo ON	16032
13703	51bdedfc498e7a734095e8c9	43.483911	-80.577504	Waterloo ON	16008
13704	fa25f06361364eea90a1f95b	43.472118	-80.583664	501 Beaverwood St, Waterloo ON N2V 2M1	11169
13705	4f11d96be4b072565d20a24d	43.474483	-80.588951	525 Beaver Creek Rd, Waterloo ON N2V 2L3	16030
13706	bd9ac4cda3034e31e338146c	43.476631	-80.570562	250 Laurelwood Dr, Waterloo ON N2J 0E2	12095
13707	4abd83f3010b44902034c32d	43.474226	-80.571142	500 Fischer-Hallman Rd N, Waterloo ON N2L 0B1	18021
13708	fca5d48488194f007f289eb9	43.469983	-80.582336	501 Havendale Pl, Waterloo ON N2T 2T3	11027
13709	254e24f04cc5480343129db8	43.469458	-80.577858	216 Beaver Creek Rd, Waterloo ON N2T 2R8	11027
13710	029ee620bbb54e296ef5f24e	43.472513	-80.587	525 Laurelwood Dr, Waterloo ON N2V 2N1	
13711	19712be2b6a24c3ef078c178	43.47009	-80.583754	461 Aspenwood Pl, Waterloo ON N2T 2V5	11133
13712	b05a63b1dfc942925debacef	43.469503	-80.582713	408 Woodrow Dr, Waterloo ON N2T 2V7	11141
13713	b76d298d36874f7821c98abc	43.469985	-80.584341	436 Woodrow Dr, Waterloo ON N2T 2V6	11148
13714	8c83a02c18454f2ee8cb785d	43.469112	-80.582688	408 Woodrow Dr, Waterloo ON N2T 2V7	11141
13715	7814608739a648abbc64ff0e	43.46869	-80.581025	533 Willow Wood Dr, Waterloo ON N2T 2T5	17082
13716	318b53083c214e5d226a12e6	43.475047	-80.590267	733 Cedar Bend Dr, Waterloo ON N2V 2R2	11053
13717	4c8971d91aa54fd5c45d3453	43.472594	-80.589393	545 Laurelwood Dr, Waterloo ON N2V 2R4	11086
13718	c6424cfb6db445dd613dc302	43.472594	-80.589393	645 Laurelwood Dr, Waterloo ON N2V 2W9	13064
13719	6786d8cbd82a4730bf88694c	43.467905	-80.576964	297 Edenwood Pl, Waterloo ON N2T 2R5	17030
13720	4da44d11b1c93704a9850ca2	43.475404	-80.581942	521 Beaver Creek Rd, Waterloo ON N2V 2L3	11010
13721	4f2da960e4b007725ab2a170	43.476846	-80.582816	Beaver Creek Rd, Waterloo ON	16046
13722	7cf2844b2dfd464c04664712	43.475257	-80.581682	515 Beaver Creek Rd, Waterloo ON N2V 2L3	17117
13723	56689e10498e064adedd0489	43.474329	-80.571255	500 Fischer-Hallman Rd N (at Laurelwood Dr), Waterloo ON N2L 0B1	13035
13724	e7ae0f8f36c849dac6f7ba0d	43.474374	-80.573407	184 Silverwood Pl, Waterloo ON N2T 2R9	17081
13725	4379dbd1a7db4a0e01916d8d	43.473173	-80.583114	532 Brookmill Cres, Waterloo ON N2V 2M1	11070
13726	53d822e2498eb7cff0417a46	43.472317	-80.585985	530 Laurelwood Dr, Waterloo ON	16032
13727	f617e8a5843d4625b685531b	43.474227	-80.573147	192 Silverwood Pl, Waterloo ON N2T 2R9	11043
13728	6e85b69e52d94cb0ded29c73	43.472276	-80.582435	501 Beaverwood St, Waterloo ON N2V 2M1	11163
13729	4c23bee7c11dc9b68b572424	43.47204	-80.587286	525 Laurelwood Dr, Waterloo ON N2V 2N1	12057
13730	4b8fb108f964a520565d33e3	43.471801	-80.586123	Laurelwood Dr (Laurelwood Drive + Brookmill Crescent), Waterloo ON	16032
13731	51bdedfc498e7a734095e8c9	43.483911	-80.577504	Waterloo ON	16008
13732	fa25f06361364eea90a1f95b	43.472118	-80.583664	501 Beaverwood St, Waterloo ON N2V 2M1	11169
13733	4f11d96be4b072565d20a24d	43.474483	-80.588951	525 Beaver Creek Rd, Waterloo ON N2V 2L3	16030
13734	bd9ac4cda3034e31e338146c	43.476631	-80.570562	250 Laurelwood Dr, Waterloo ON N2J 0E2	12095
13735	4abd83f3010b44902034c32d	43.474226	-80.571142	500 Fischer-Hallman Rd N, Waterloo ON N2L 0B1	18021
13736	fca5d48488194f007f289eb9	43.469983	-80.582336	501 Havendale Pl, Waterloo ON N2T 2T3	11027
13737	254e24f04cc5480343129db8	43.469458	-80.577858	216 Beaver Creek Rd, Waterloo ON N2T 2R8	11027
13738	029ee620bbb54e296ef5f24e	43.472513	-80.587	525 Laurelwood Dr, Waterloo ON N2V 2N1	
13739	19712be2b6a24c3ef078c178	43.47009	-80.583754	461 Aspenwood Pl, Waterloo ON N2T 2V5	11133
13740	b05a63b1dfc942925debacef	43.469503	-80.582713	408 Woodrow Dr, Waterloo ON N2T 2V7	11141
13741	b76d298d36874f7821c98abc	43.469985	-80.584341	436 Woodrow Dr, Waterloo ON N2T 2V6	11148
13742	8c83a02c18454f2ee8cb785d	43.469112	-80.582688	408 Woodrow Dr, Waterloo ON N2T 2V7	11141
13743	7814608739a648abbc64ff0e	43.46869	-80.581025	533 Willow Wood Dr, Waterloo ON N2T 2T5	17082
13744	318b53083c214e5d226a12e6	43.475047	-80.590267	733 Cedar Bend Dr, Waterloo ON N2V 2R2	11053
13745	4c8971d91aa54fd5c45d3453	43.472594	-80.589393	545 Laurelwood Dr, Waterloo ON N2V 2R4	11086
13746	c6424cfb6db445dd613dc302	43.472594	-80.589393	645 Laurelwood Dr, Waterloo ON N2V 2W9	13064
13747	6786d8cbd82a4730bf88694c	43.467905	-80.576964	297 Edenwood Pl, Waterloo ON N2T 2R5	17030
13748	4da44d11b1c93704a9850ca2	43.475404	-80.581942	521 Beaver Creek Rd, Waterloo ON N2V 2L3	11010
13749	4f2da960e4b007725ab2a170	43.476846	-80.582816	Beaver Creek Rd, Waterloo ON	16046
13750	7cf2844b2dfd464c04664712	43.475257	-80.581682	515 Beaver Creek Rd, Waterloo ON N2V 2L3	17117
13751	56689e10498e064adedd0489	43.474329	-80.571255	500 Fischer-Hallman Rd N (at Laurelwood Dr), Waterloo ON N2L 0B1	13035
13752	e7ae0f8f36c849dac6f7ba0d	43.474374	-80.573407	184 Silverwood Pl, Waterloo ON N2T 2R9	17081
13753	4379dbd1a7db4a0e01916d8d	43.473173	-80.583114	532 Brookmill Cres, Waterloo ON N2V 2M1	11070
13754	53d822e2498eb7cff0417a46	43.472317	-80.585985	530 Laurelwood Dr, Waterloo ON	16032
13755	f617e8a5843d4625b685531b	43.474227	-80.573147	192 Silverwood Pl, Waterloo ON N2T 2R9	11043
13756	6e85b69e52d94cb0ded29c73	43.472276	-80.582435	501 Beaverwood St, Waterloo ON N2V 2M1	11163
13757	4c23bee7c11dc9b68b572424	43.47204	-80.587286	525 Laurelwood Dr, Waterloo ON N2V 2N1	12057
13758	4b8fb108f964a520565d33e3	43.471801	-80.586123	Laurelwood Dr (Laurelwood Drive + Brookmill Crescent), Waterloo ON	16032
13759	51bdedfc498e7a734095e8c9	43.483911	-80.577504	Waterloo ON	16008
13760	fa25f06361364eea90a1f95b	43.472118	-80.583664	501 Beaverwood St, Waterloo ON N2V 2M1	11169
13761	4f11d96be4b072565d20a24d	43.474483	-80.588951	525 Beaver Creek Rd, Waterloo ON N2V 2L3	16030
13762	bd9ac4cda3034e31e338146c	43.476631	-80.570562	250 Laurelwood Dr, Waterloo ON N2J 0E2	12095
13763	4abd83f3010b44902034c32d	43.474226	-80.571142	500 Fischer-Hallman Rd N, Waterloo ON N2L 0B1	18021
13764	fca5d48488194f007f289eb9	43.469983	-80.582336	501 Havendale Pl, Waterloo ON N2T 2T3	11027
13765	254e24f04cc5480343129db8	43.469458	-80.577858	216 Beaver Creek Rd, Waterloo ON N2T 2R8	11027
13766	029ee620bbb54e296ef5f24e	43.472513	-80.587	525 Laurelwood Dr, Waterloo ON N2V 2N1	
13767	19712be2b6a24c3ef078c178	43.47009	-80.583754	461 Aspenwood Pl, Waterloo ON N2T 2V5	11133
13768	b05a63b1dfc942925debacef	43.469503	-80.582713	408 Woodrow Dr, Waterloo ON N2T 2V7	11141
13769	b76d298d36874f7821c98abc	43.469985	-80.584341	436 Woodrow Dr, Waterloo ON N2T 2V6	11148
13770	8c83a02c18454f2ee8cb785d	43.469112	-80.582688	408 Woodrow Dr, Waterloo ON N2T 2V7	11141
13771	7814608739a648abbc64ff0e	43.46869	-80.581025	533 Willow Wood Dr, Waterloo ON N2T 2T5	17082
13772	318b53083c214e5d226a12e6	43.475047	-80.590267	733 Cedar Bend Dr, Waterloo ON N2V 2R2	11053
13773	4c8971d91aa54fd5c45d3453	43.472594	-80.589393	545 Laurelwood Dr, Waterloo ON N2V 2R4	11086
13774	c6424cfb6db445dd613dc302	43.472594	-80.589393	645 Laurelwood Dr, Waterloo ON N2V 2W9	13064
13775	6786d8cbd82a4730bf88694c	43.467905	-80.576964	297 Edenwood Pl, Waterloo ON N2T 2R5	17030
13776	4da44d11b1c93704a9850ca2	43.475404	-80.581942	521 Beaver Creek Rd, Waterloo ON N2V 2L3	11010
13777	4f2da960e4b007725ab2a170	43.476846	-80.582816	Beaver Creek Rd, Waterloo ON	16046
13778	7cf2844b2dfd464c04664712	43.475257	-80.581682	515 Beaver Creek Rd, Waterloo ON N2V 2L3	17117
13779	56689e10498e064adedd0489	43.474329	-80.571255	500 Fischer-Hallman Rd N (at Laurelwood Dr), Waterloo ON N2L 0B1	13035
13780	e7ae0f8f36c849dac6f7ba0d	43.474374	-80.573407	184 Silverwood Pl, Waterloo ON N2T 2R9	17081
13781	4379dbd1a7db4a0e01916d8d	43.473173	-80.583114	532 Brookmill Cres, Waterloo ON N2V 2M1	11070
13782	53d822e2498eb7cff0417a46	43.472317	-80.585985	530 Laurelwood Dr, Waterloo ON	16032
13783	f617e8a5843d4625b685531b	43.474227	-80.573147	192 Silverwood Pl, Waterloo ON N2T 2R9	11043
13784	6e85b69e52d94cb0ded29c73	43.472276	-80.582435	501 Beaverwood St, Waterloo ON N2V 2M1	11163
13785	4c23bee7c11dc9b68b572424	43.47204	-80.587286	525 Laurelwood Dr, Waterloo ON N2V 2N1	12057
13786	4b8fb108f964a520565d33e3	43.471801	-80.586123	Laurelwood Dr (Laurelwood Drive + Brookmill Crescent), Waterloo ON	16032
13787	51bdedfc498e7a734095e8c9	43.483911	-80.577504	Waterloo ON	16008
13788	fa25f06361364eea90a1f95b	43.472118	-80.583664	501 Beaverwood St, Waterloo ON N2V 2M1	11169
13789	4f11d96be4b072565d20a24d	43.474483	-80.588951	525 Beaver Creek Rd, Waterloo ON N2V 2L3	16030
13790	bd9ac4cda3034e31e338146c	43.476631	-80.570562	250 Laurelwood Dr, Waterloo ON N2J 0E2	12095
13791	4abd83f3010b44902034c32d	43.474226	-80.571142	500 Fischer-Hallman Rd N, Waterloo ON N2L 0B1	18021
13792	fca5d48488194f007f289eb9	43.469983	-80.582336	501 Havendale Pl, Waterloo ON N2T 2T3	11027
13793	254e24f04cc5480343129db8	43.469458	-80.577858	216 Beaver Creek Rd, Waterloo ON N2T 2R8	11027
13794	029ee620bbb54e296ef5f24e	43.472513	-80.587	525 Laurelwood Dr, Waterloo ON N2V 2N1	
13795	19712be2b6a24c3ef078c178	43.47009	-80.583754	461 Aspenwood Pl, Waterloo ON N2T 2V5	11133
13796	b05a63b1dfc942925debacef	43.469503	-80.582713	408 Woodrow Dr, Waterloo ON N2T 2V7	11141
13797	b76d298d36874f7821c98abc	43.469985	-80.584341	436 Woodrow Dr, Waterloo ON N2T 2V6	11148
13798	8c83a02c18454f2ee8cb785d	43.469112	-80.582688	408 Woodrow Dr, Waterloo ON N2T 2V7	11141
13799	7814608739a648abbc64ff0e	43.46869	-80.581025	533 Willow Wood Dr, Waterloo ON N2T 2T5	17082
13800	318b53083c214e5d226a12e6	43.475047	-80.590267	733 Cedar Bend Dr, Waterloo ON N2V 2R2	11053
13801	4c8971d91aa54fd5c45d3453	43.472594	-80.589393	545 Laurelwood Dr, Waterloo ON N2V 2R4	11086
13802	c6424cfb6db445dd613dc302	43.472594	-80.589393	645 Laurelwood Dr, Waterloo ON N2V 2W9	13064
13803	6786d8cbd82a4730bf88694c	43.467905	-80.576964	297 Edenwood Pl, Waterloo ON N2T 2R5	17030
13804	4da44d11b1c93704a9850ca2	43.475404	-80.581942	521 Beaver Creek Rd, Waterloo ON N2V 2L3	11010
13805	4f2da960e4b007725ab2a170	43.476846	-80.582816	Beaver Creek Rd, Waterloo ON	16046
13806	7cf2844b2dfd464c04664712	43.475257	-80.581682	515 Beaver Creek Rd, Waterloo ON N2V 2L3	17117
13807	56689e10498e064adedd0489	43.474329	-80.571255	500 Fischer-Hallman Rd N (at Laurelwood Dr), Waterloo ON N2L 0B1	13035
13808	e7ae0f8f36c849dac6f7ba0d	43.474374	-80.573407	184 Silverwood Pl, Waterloo ON N2T 2R9	17081
13809	4379dbd1a7db4a0e01916d8d	43.473173	-80.583114	532 Brookmill Cres, Waterloo ON N2V 2M1	11070
13810	53d822e2498eb7cff0417a46	43.472317	-80.585985	530 Laurelwood Dr, Waterloo ON	16032
13811	f617e8a5843d4625b685531b	43.474227	-80.573147	192 Silverwood Pl, Waterloo ON N2T 2R9	11043
13812	6e85b69e52d94cb0ded29c73	43.472276	-80.582435	501 Beaverwood St, Waterloo ON N2V 2M1	11163
13813	4c23bee7c11dc9b68b572424	43.47204	-80.587286	525 Laurelwood Dr, Waterloo ON N2V 2N1	12057
13814	4b8fb108f964a520565d33e3	43.471801	-80.586123	Laurelwood Dr (Laurelwood Drive + Brookmill Crescent), Waterloo ON	16032
13815	51bdedfc498e7a734095e8c9	43.483911	-80.577504	Waterloo ON	16008
13816	fa25f06361364eea90a1f95b	43.472118	-80.583664	501 Beaverwood St, Waterloo ON N2V 2M1	11169
13817	4f11d96be4b072565d20a24d	43.474483	-80.588951	525 Beaver Creek Rd, Waterloo ON N2V 2L3	16030
13818	bd9ac4cda3034e31e338146c	43.476631	-80.570562	250 Laurelwood Dr, Waterloo ON N2J 0E2	12095
13819	4abd83f3010b44902034c32d	43.474226	-80.571142	500 Fischer-Hallman Rd N, Waterloo ON N2L 0B1	18021
13820	fca5d48488194f007f289eb9	43.469983	-80.582336	501 Havendale Pl, Waterloo ON N2T 2T3	11027
13821	254e24f04cc5480343129db8	43.469458	-80.577858	216 Beaver Creek Rd, Waterloo ON N2T 2R8	11027
13822	029ee620bbb54e296ef5f24e	43.472513	-80.587	525 Laurelwood Dr, Waterloo ON N2V 2N1	
13823	19712be2b6a24c3ef078c178	43.47009	-80.583754	461 Aspenwood Pl, Waterloo ON N2T 2V5	11133
13824	b05a63b1dfc942925debacef	43.469503	-80.582713	408 Woodrow Dr, Waterloo ON N2T 2V7	11141
13825	b76d298d36874f7821c98abc	43.469985	-80.584341	436 Woodrow Dr, Waterloo ON N2T 2V6	11148
13826	8c83a02c18454f2ee8cb785d	43.469112	-80.582688	408 Woodrow Dr, Waterloo ON N2T 2V7	11141
13827	7814608739a648abbc64ff0e	43.46869	-80.581025	533 Willow Wood Dr, Waterloo ON N2T 2T5	17082
13828	318b53083c214e5d226a12e6	43.475047	-80.590267	733 Cedar Bend Dr, Waterloo ON N2V 2R2	11053
13829	4c8971d91aa54fd5c45d3453	43.472594	-80.589393	545 Laurelwood Dr, Waterloo ON N2V 2R4	11086
13830	c6424cfb6db445dd613dc302	43.472594	-80.589393	645 Laurelwood Dr, Waterloo ON N2V 2W9	13064
13831	6786d8cbd82a4730bf88694c	43.467905	-80.576964	297 Edenwood Pl, Waterloo ON N2T 2R5	17030
13832	4da44d11b1c93704a9850ca2	43.475404	-80.581942	521 Beaver Creek Rd, Waterloo ON N2V 2L3	11010
13833	4f2da960e4b007725ab2a170	43.476846	-80.582816	Beaver Creek Rd, Waterloo ON	16046
13834	7cf2844b2dfd464c04664712	43.475257	-80.581682	515 Beaver Creek Rd, Waterloo ON N2V 2L3	17117
13835	56689e10498e064adedd0489	43.474329	-80.571255	500 Fischer-Hallman Rd N (at Laurelwood Dr), Waterloo ON N2L 0B1	13035
13836	e7ae0f8f36c849dac6f7ba0d	43.474374	-80.573407	184 Silverwood Pl, Waterloo ON N2T 2R9	17081
13837	4379dbd1a7db4a0e01916d8d	43.473173	-80.583114	532 Brookmill Cres, Waterloo ON N2V 2M1	11070
13838	53d822e2498eb7cff0417a46	43.472317	-80.585985	530 Laurelwood Dr, Waterloo ON	16032
13839	f617e8a5843d4625b685531b	43.474227	-80.573147	192 Silverwood Pl, Waterloo ON N2T 2R9	11043
13840	6e85b69e52d94cb0ded29c73	43.472276	-80.582435	501 Beaverwood St, Waterloo ON N2V 2M1	11163
