	city	station_name	empty_slots	slots	free_bikes	ebikes	latitude	longitude	timestamp
608	Toronto	Tobermory Dr / Finch Hydro Recreational Trail	0	19	19	0	43.7611741	-79.5114452	2023-06-05T15:38:08.649000Z
609	Toronto	Driftwood Ave / Finch Hydro Trail	0	18	18	0	43.7603624	-79.5162777	2023-06-05T15:38:08.879000Z
610	Toronto	Grand Avenue Park	4	21	17	0	43.62313	-79.4918	2023-06-05T15:38:08.941000Z
611	Toronto	The Pond Rd / Shoreham Dr	8	15	6	0	43.772445	-79.511912	2023-06-05T15:38:08.644000Z
612	Toronto	Berkeley St / Adelaide St E - SMART	12	12	0	0	43.653359	-79.365023	2023-06-05T15:38:08.937000Z
613	Toronto	Kingston Rd / Ridgemoor Ave	3	11	7	0	43.70643614257429	-79.25104443353288	2023-06-05T15:38:08.980000Z
614	Toronto	Moss Park	7	15	8	0	43.655972	-79.370638	2023-06-05T15:38:08.830000Z
615	Toronto	519 Church St	9	12	3	0	43.666874	-79.381155	2023-06-05T15:38:08.814000Z
616	Toronto	York St / Lake Shore Blvd W	0	19	18	0	43.641952	-79.380723	2023-06-05T15:38:08.791000Z
617	Toronto	St. Andrew's Playground Park	2	11	9	0	43.646552	-79.399586	2023-06-05T15:38:08.695000Z
618	Toronto	College St / Henry St 	3	14	11	0	43.6591529	-79.3947953	2023-06-05T15:38:08.724000Z
619	Toronto	Emerson Ave / Bloor St W	23	23	0	0	43.659055	-79.440764	2023-06-05T15:38:08.663000Z
620	Toronto	Sherbourne St / Isabella St	15	19	4	0	43.669576	-79.375961	2023-06-05T15:38:08.976000Z
621	Toronto	Victoria Park Ave / Dawes Rd	9	19	9	3	43.706466	-79.29511	2023-06-05T15:38:08.642000Z
622	Toronto	Roncesvalles Ave / Fermanagh Ave	9	19	10	0	43.646314469245205	-79.44879407014527	2023-06-05T15:38:08.554000Z
623	Toronto	Tommy Thompson Park (Leslie Street Spit)	11	31	20	0	43.65222662225532	-79.32295440954084	2023-06-05T15:38:08.709000Z
624	Toronto	St. John's Rd / Dundas St W	4	15	10	0	43.66526761605873	-79.47502122887077	2023-06-05T15:38:08.719000Z
625	Toronto	Albany Ave / Bloor St W	2	15	13	0	43.66554144421798	-79.41010317605742	2023-06-05T15:38:08.722000Z
626	Toronto	Pioneer Village Subway Station	4	11	7	0	43.77649016265579	-79.5085364909097	2023-06-05T15:38:08.722000Z
627	Toronto	Toronto Eaton Centre (Yonge St) - SMART	2	20	18	0	43.655431	-79.380653	2023-06-05T15:38:08.565000Z
628	Toronto	Armoury St / Chestnut St	4	14	10	0	43.65351799690878	-79.38591063795928	2023-06-05T15:38:08.726000Z
629	Toronto	Lake Shore Blvd W / Brow Dr	1	15	14	1	43.59119994025076	-79.54449133041076	2023-06-05T15:38:08.838000Z
630	Toronto	25 Booth Ave	17	23	6	1	43.6544839	-79.34105699999999	2023-06-05T15:38:08.803000Z
631	Toronto	Spadina Ave / Sullivan St	5	23	17	1	43.65082785552666	-79.39698099821702	2023-06-05T15:38:08.917000Z
632	Toronto	St. Clair Ave W / Osler St	10	11	1	0	43.673843560032594	-79.46092618902435	2023-06-05T15:38:08.916000Z
633	Toronto	Simcoe St / King St W	1	15	14	0	43.647508351306186	-79.38604436555764	2023-06-05T15:38:08.915000Z
634	Toronto	Grenoble Dr / Gateway Blvd	12	14	2	0	43.71513211098082	-79.33413623320465	2023-06-05T15:38:08.914000Z
635	Toronto	Grenoble Dr / Deauville Ln	14	15	1	0	43.71649675774656	-79.33089439933623	2023-06-05T15:38:08.913000Z
636	Toronto	Grenoble Dr / Vendome Pl	8	11	3	0	43.715537998967406	-79.32811427663442	2023-06-05T15:38:08.912000Z
637	Toronto	Thorncliffe Park Dr / Leaside Park Trail	5	15	10	1	43.70400405297843	-79.34807015078738	2023-06-05T15:38:08.696000Z
638	Toronto	Ferrand Dr / Rochefort Dr	16	19	2	0	43.719632535237835	-79.33199950866776	2023-06-05T15:38:08.705000Z
639	Toronto	165 McRae Dr	12	15	1	0	43.70656159598004	-79.36781965092621	2023-06-05T15:38:08.549000Z
640	Toronto	75 Thorncliffe Park Dr	4	11	7	1	43.70518328279426	-79.34224729962946	2023-06-05T15:38:08.639000Z
641	Toronto	Mt Pleasant Rd / Davisville Ave - SMART	16	16	0	0	43.70088225686968	-79.38736016665911	2023-06-05T15:38:08.687000Z
642	Toronto	St Clair Ave W / Avenue Rd 	13	14	1	0	43.68688938028234	-79.40099513147447	2023-06-05T15:38:08.688000Z
643	Toronto	HTO Park (Queens Quay W)	25	27	1	0	43.63796	-79.387502	2023-06-05T15:38:08.600000Z
644	Toronto	Nassau St / Bellevue Ave	0	15	15	0	43.65484215542248	-79.40351232494366	2023-06-05T15:38:09.016000Z
645	Toronto	Huron St / Harbord St	0	19	19	1	43.6637	-79.400053	2023-06-05T15:38:08.950000Z
646	Toronto	Ward St / Wallace Ave	10	15	5	0	43.662857	-79.44618	2023-06-05T15:38:09.092000Z
647	Toronto	Starspray Ave / Lawrence Ave E	13	19	6	0	43.788319	-79.123505	2023-06-05T15:38:08.778000Z
648	Toronto	The Well	1	18	15	0	43.643025055165865	-79.39430137761319	2023-06-05T15:38:08.648000Z
649	Toronto	60 Carl Hall Rd - SMART	15	20	3	0	43.7482972	-79.47570569999999	2023-06-05T15:38:08.686000Z
650	Toronto	HTO Park West	3	31	27	0	43.63737145931921	-79.38976958703309	2023-06-05T15:38:08.684000Z
651	Toronto	Downsview Park Blvd / Keele St  - SMART	2	20	18	0	43.73673829262113	-79.48227195568086	2023-06-05T15:38:08.684000Z
652	Toronto	Downsview Park Subway Station - SMART	16	20	4	0	43.753107	-79.479626	2023-06-05T15:38:08.591000Z
653	Toronto	Keele St / Dovehouse Ave - SMART	2	16	14	0	43.7494501	-79.4869662	2023-06-05T15:38:08.685000Z
654	Toronto	Exhibition GO (Atlantic Ave)	1	15	13	0	43.637695491830144	-79.42023184193503	2023-06-05T15:38:08.615000Z
655	Toronto	Queens Quay E / Lower Jarvis St 	0	22	22	0	43.64392767366328	-79.3687301736982	2023-06-05T15:38:08.557000Z
656	Toronto	Dundas St W / Crawford St	21	23	2	0	43.649722	-79.416944	2023-06-05T15:38:08.906000Z
657	Toronto	Phoebe St / Spadina Ave	15	33	15	0	43.650033	-79.396555	2023-06-05T15:38:08.832000Z
658	Toronto	Lynn William St / Pirandello St 	17	17	0	0	43.639124514797004	-79.41423166721611	2023-06-05T15:38:08.960000Z
659	Toronto	Bay St / Queens Quay W (Ferry Terminal)	5	34	28	0	43.640978	-79.376785	2023-06-05T15:38:09.023000Z
660	Toronto	College St / Huron St	0	18	16	0	43.658148	-79.398167	2023-06-05T15:38:08.596000Z
661	Toronto	Ossington Ave / Bruce St	10	15	4	0	43.64570236705167	-79.41933192053696	2023-06-05T15:38:08.977000Z
662	Toronto	Northern Dancer Blvd / Lake Shore Blvd E	24	27	3	0	43.663162	-79.309765	2023-06-05T15:38:09.006000Z
